merchant_name,status,nooftransactions
CAMAIEU,completed,1
Shell Fulham Palace Ro,completed,1
ATM-0007,rejected,1
FRUTERIA EL ALTILLO,completed,16
IZ *MANOMAY IMPORT EXP,completed,1
"RUA CARLOS VICARA, 155",completed,128
130583015,completed,2
PESCADERIA JAVIER RAMOS,completed,1
CAFE MAISON,completed,4
LANCHES PICA PAU,completed,4
PAULO CELSO MALOSTE ME,completed,4
KARINDERIYA S L,rejected,1
BANK OF VALLETT,completed,2
FARMACIA BALMES,completed,1
PP*7694CODE,completed,2
D VICZ SORVETES FINOS,completed,2
DISCO N 8,completed,1
SAVILLS UK LTD,completed,1
GOOGLE *Google Store,completed,2
KASAJAPO,completed,1
PANIFICADORA MEU DOCE,completed,2
AVENIDA GOVERNADOR JOR,completed,2
PANIFICADORA RENATA,rejected,1
LPQBR RESTAURANTES E P,completed,2
CARREFOUR VIC,completed,1
ADEGA PALOSO,rejected,1
AB_GLYFADA_3,rejected,1
CASA LIMPA,completed,4
PG NORTESHOPPING COMER,completed,2
VERITAS,rejected,1
ZAPATA,completed,2
SUCOS E SANDUICHES SOL,completed,2
MOSELA E CAPELA,completed,4
giffgaff,completed,1
FRENCH REVOLUTION SRL,completed,1
NOU PAMPLONA,completed,4
EC*PAYMENTWALLIN,completed,2
LEROY MERLIN ESPANA SL,completed,6
MERCPAGO*MOVEISLEARTAM,completed,2
HERESORDS,completed,2
STORYBLOCKS,completed,3
IL MORO DI TREZZA,completed,1
LS London Regent Street,completed,1
PICPAY      *GG7 JOAOM,completed,6
SumUp  *LION BURGER,completed,1
iZ *SANDWICH DIRECT BR,completed,2
RODOSNACK OURO VERDE,completed,2
FARMACIADONEI,completed,4
SUPERCENTER D PEDRO 87,completed,6
PANIFICADORA JOIA,completed,2
SHELL ENCUENTRO,completed,1
CALPE PHARMACY,completed,1
MARLO,completed,1
AUTO POSTO QUALITY,canceled,2
OASIS COMERCIO VAREJIS,completed,2
TIM         *GigaBPryo,completed,2
MERCPAGO    *SERVICOS,completed,4
LEROY MERLIN TATUAPE,completed,2
LA CAIXA    512,completed,1
PG          *Pura Vida,completed,2
AUTO POSTO QUEBRAMAR,completed,2
CN CASES COMERCIO DE A,completed,2
COMPANIES HOUSE,completed,1
99* POP 30Jul 02h58min,rejected,1
SHELL Old Church Road,completed,1
FRANGO ASSADO FERNAO D,completed,2
FernandaOliveiraV,completed,2
Revolut**1456*,completed,1
EBANX*ALIPAY,completed,14
POSTO DA AMIZADE,completed,2
MERCPAGO*VIRTUALEQUIPA,completed,2
PAYPAL DO BRASIL,completed,40
HNA*OBOTICARIO,completed,6
MC DONALDS  MERCES,completed,4
INCI FOOD CENTR 311023,completed,1
Saque Rede 24 Horas,canceled,8
AVENIDA PROFESSOR FRAN,completed,2
UberBR UBER *TRIP HELP,rejected,6
NATIONAL TAXI,completed,3
ANTICA FARMACIA TORRE ARG,completed,1
PP*2839CODE,completed,2
A S LUZ LUZ LTD,completed,2
CHEN'S GARTEN,completed,2
PETRO ACALANTO,completed,2
LourdesCardosoSil,completed,2
Air Bank 2102,completed,1
AMORIKO - CENTRO,completed,2
FERGUS STYLE CALA BLANCA,completed,4
CAN MASCOTA,completed,1
BOLT.EU /O/2011292258,completed,1
CHAMORRO E CELEGHIM CA,completed,2
FRIOS AGUIAR,completed,2
SUCESSO CONVENIENCIA,completed,4
QUEST SANTANA,rejected,1
R.G.A. DE OLIVEIRA - M,completed,2
PG          *JamesDeli,rejected,1
SUPER JESUS PENA,completed,1
LABORATORIO TOMMASI,completed,2
APUKA MAQUINAS E FERRA,completed,2
MERCADONA VALDEBEBAS,completed,1
COINBASE 4F9M,completed,1
GROUP M SRL,completed,1
TOP BRASIL CHINELOS,completed,2
CARREFOUR EXPRESS H43,rejected,1
VFI*Nur Balibey Oy,rejected,3
PAYPAL *CEX LTD,completed,2
UberBR Uber,completed,98
MERCPAGO    *MCINFORM,rejected,3
TESCO STORES 3484,completed,2
ODETTE FARMA,rejected,3
MERCPAGO    *MARMITEX,rejected,3
SUPERMERCADO SERRANO,rejected,2
POSTO DONA FRANCISCA,completed,2
DIA 9890,completed,2
CCR METRO BAHIA,rejected,4
"MONCAYO HOSTELERO,S.L.",completed,10
NESPRESSO E-COMMER,completed,2
BANGGOODCOM,completed,2
KAI ASIAN RESTAURANT,completed,1
RUA MARQ. MONTE SANTO,canceled,6
PADILLA SUPERMERCADOS,completed,2
RODOVIA PRESIDENTE DUT,completed,4
RUA GAL RONDON,completed,4
REI DAS CASTANHAS,completed,2
IZ *London Taxis,completed,1
SUMUP  *MAISBELLASANTO,rejected,1
BABY BEEF,completed,2
MINI MINI SALGADOS,completed,2
DEPORVILLAGE,completed,1
CHAPARRAL COMBUSTIVEIS,completed,4
SHOP TIME,completed,2
CARREFOUR 37 JDI JUNDI,canceled,2
MULTI SOLDAS ABRAS,completed,4
LA MORALEJA,completed,1
B M RETAIL LTD,completed,1
DROPBOX*R3HKYVPYKRVG,completed,2
99* POP 26Jul 05h49min,rejected,1
CALZEDONIA,completed,1
RUA DUQUE DE CAXIAS,completed,42
KENNETH DE MATOS ASSIS,completed,2
Google Payment IrelandLTD,completed,1
AngelitaSantos,completed,4
TAKASHI SUSHI BOX..,completed,4
"SODIBATALHA, LDA",completed,1
POSTO SHOPP PAULISTA,completed,2
Google ADS7962676790,rejected,2
RUA DOUTOR PORCIUNCULA,completed,2
LA BODEGUITA 1999,completed,1
FREDDO-JK IGUATEMI,completed,2
BATATA SHOW,completed,2
RESENDE,completed,2
EC*NOVAOPCAOLTDA,rejected,1
00492693,completed,1
MINIMERCARDO EXTRA - 2,completed,2
Facebook A7D4HTAHU2,rejected,1
PAYPAL *FRANCESCMON,completed,1
Bus Stop Lounge,completed,2
VITORIA DA CABUCU,completed,2
EARLY LEARNING CENTRE,rejected,1
MERCPAGO    *MAXTERS,completed,4
WWW         *MOIP,completed,2
MEGAIMAGE 0430 R.ELISABET,completed,2
POSTO PEPE,completed,2
LIDL GB HORNCHURCH,completed,1
ARASH HONARKAR MIRASAD,rejected,1
ADEGA VITOR,completed,2
OLIVAS,completed,2
Billa Namesti Svobody,rejected,1
DRUNI TORREVIEJA 1,completed,2
ELBA RESTAURANT,completed,1
RISTORANTE PUMMAROLA,completed,1
MC DONALDS ASS,completed,2
AUTO POSTO PETROCOMBO,completed,2
AIRBNB * HM2W944J43,rejected,1
N.S. PISSARIDES LTD,completed,1
JMDIF SP.Z.O.O. HEBE R,completed,1
PP*3377CODE,completed,2
SKLAVENITIS GLYFADA,rejected,1
O CANECAO,completed,2
01 - ALAPARK,completed,14
BON AREA,completed,1
MERCADINHO VITORIA,completed,8
AGROCAMPO LTDA,completed,2
ifood  *IFOODBRMARKET,completed,10
REFORM KIROPRAK,completed,18
Restaurante7De,completed,2
AKDENIZ SUPERMARKET,completed,4
GOOGLE *Google Store,rejected,1
CELIO,completed,3
99* TAXI 11Mar 16h01mi,completed,2
Revolut**9006*,canceled,1
BLITZ HAMBURGUERIA,completed,4
ManuelMessiasSous,completed,2
PLASTICENTRO,completed,2
PICPAY *ZX3 PGTOCONTA,completed,2
HMGPITTAPADARIAEC,completed,4
ARGEMIRO CAETANO DE OL,completed,4
HAAGEN DAZS,completed,1
MARKET HIGUERON,completed,2
FAMIGLIA LUCCO,completed,2
DOMINO'S PIZZA,rejected,1
SUPER HABIL,completed,1
CUNHA SUPERMERCADO LTD,completed,2
GAUCHAO GRILL,completed,2
GENIEPOINT,completed,2
MERCPAGO    *INSTITUT,completed,2
Riot,completed,1
SUSHI GOHAN,completed,2
AUTO POSTO AXR LTDA,completed,2
RECARGA*BANCO INTER,completed,2
THE INN ON THE LAKE,completed,2
AUTO POSTO CASTELINHO,completed,2
MADERAS MEDINA Y NAVARRO,completed,1
PanificadoraKi,completed,2
LUSH ITALIA SRL,completed,1
MILIUM 04,completed,2
DEVOTO EXPRESS,completed,1
HIPER FRESC,completed,10
V E V QUALITA PADARIA,completed,2
SUPERMERCADO DA GENTE,completed,2
99* POP 16Abr 19h22min,completed,2
AVENIDA KENNEDY,canceled,10
WWW         *MOIP,rejected,10
GBARBOSA,completed,2
MC DONALDS DAS,completed,2
STONEMARKET,completed,1
ESPORTIU ROCAFORT,completed,5
FOODISIAC,completed,18
SO EASY STORES 406/EPS,rejected,2
CRV*Card verification,rejected,4
FlavianaMariaDosS,completed,2
SALE PEPE RESTAURANTE,completed,6
MERCPAGO    *ESIVALDO,rejected,1
REDE TOP JANGADA,completed,2
BUBBLEMIX WISH TEA,completed,2
PAYPAL *MUSICACCESS,canceled,1
SumUp  *The Blind Stag Ba,completed,3
LAVAAUTOS,rejected,2
PAYPAL *HOTSPOT,completed,3
ASADOR EL JEFE,completed,1
COOP-5483 ZUG KARMA,completed,2
SP * LIFORME-EU,completed,1
MINUTO PAO LJ 2038,completed,2
Revolut**9668*,rejected,1
SolangeCristina,completed,2
BAR POSTO 12,completed,2
JoseInacioMaciel,completed,2
BAILEYS FISH   CHIPS,completed,1
CAFFE NERO OROKLINI,completed,4
SPORT AUTO.ACCESORIOS,completed,1
COINBASE TJUYT8UCU,completed,1
LIZARRAN CC MIRAMAR,rejected,1
EATALY,completed,2
MONOPRIX,completed,2
99* POP 28Abr 19h19min,completed,2
BIOMUNDO,completed,2
PIZZARIA ITALIA AVERDE,completed,2
PAYPAL *SEPHORA,completed,2
R AND J DARVILL AND,completed,1
ELETROZINA,completed,2
SUPERMERCADO SUPER NOS,completed,2
MHB HOTELARIA LTDA,completed,2
MidasLpServicosE,rejected,1
FELIX FUMERO S.L.,completed,4
CONTORNO EMBALAGENS,completed,2
PADARIA E CONFEITARIA,completed,8
NA GARAGEM,completed,2
EDINHO SUPERMERCADO,completed,2
ATAKAREJO-FILIAL PIATA,completed,6
HOTEL GERANIUM,completed,4
QUEIJOS DIVINO S,completed,2
PP*COMCAB CFN,completed,1
PAYPAL *accounting,rejected,2
AUTO POSTO BERTIOGA,completed,2
WWW.TOOLSTATION.COM,completed,1
CYKLOKYJOVSKY,completed,1
MUFFATO SANTA FELICIDA,completed,4
SPECIAL MERCADO,completed,2
PAYPAL      *ADOBE,completed,2
POSTO ECOLOGICO,completed,2
TAXI,completed,1
PISTATXO,completed,1
LUIZ ALBERTO ROCHA DE,completed,2
CASA 32,rejected,1
ATM-0035,completed,2
LA CAIXA    035,rejected,6
STARS,completed,2
CirosBarComercioV,completed,4
IMPERATRIZ GOURMET,completed,4
GOOGLE  Google Play Apps,rejected,6
99* POP 18Set 07h22min,rejected,1
MCDONALD'S,completed,4
ATLANTIS THE PALM LIMI,completed,1
FBSEG,completed,2
AUTO POSTO  ATLANTICO,completed,2
BRUTTUS BURGUER,completed,2
PAYPAL,rejected,2
PICPAY *XZ8 ATHOSALBU,completed,2
JORGINHO GASTRO BAR,completed,2
CAR SHOW,completed,2
TIAGO ALVES SANTANA SO,completed,2
PG     *Santhatela,completed,2
JunioMirandaVilel,completed,2
MARCOS SERRA TUR,completed,1
A J MM,completed,2
MERCPAGO    *PET,completed,14
SAINSBURYS HITHER GREE,rejected,1
POSTO DO MANE,completed,2
DROGARIA CRISTAL,completed,2
Facebook QTK5BRN552,rejected,1
GRAND PRIX,completed,2
CAFETERIA ATREZZO,completed,1
TESCO STORES 2518,completed,1
RUA LUIZ REGIS PACHECO,completed,2
GRAHAM LEE CARPETS,completed,1
PANIERE CHABLAIS,completed,1
BOM PRECO SA,completed,8
GERHOLD LIMITED,rejected,3
CIOTTO E FERRO LTDA.,completed,2
RESTAURANTE DO ALEMAO,completed,2
"AV BELVEDERE, QD U , L",completed,4
RAH BARS,completed,2
SUPERMERCADO OLIVEIRA,completed,2
EmiliaBorges,completed,2
ZWEIRAD-CENTER STADLER,completed,1
SHAMA MARCIA,completed,2
PLANES BONES SL,completed,1
HOSPITAL SANTA CRUZ,rejected,1
MERCPAGO    *MHM,completed,2
ASTIR BEACH,completed,2
VICKSON BARBOSA MORAIS,completed,4
PAYPAL *POLIPRESCON,completed,1
HELADERIA DADDY,completed,1
BANCOSABADELL,canceled,2
MISS CHEN,completed,1
BUIU SMART,completed,2
TANGOPAN PASTELERIA BAR,completed,2
CHIRINGUITO EL PASEO,rejected,1
BANKIA      301,canceled,1
HABIB S,completed,2
UnhasdaRah,completed,7
PUREZA 12,completed,2
ARIF,completed,1
99* POP 27Jul 02h53min,rejected,1
Google Phoneum,completed,2
PARFOIS PUERTA DEL SOL,rejected,1
RUTA AL SUR,completed,1
A LOJA DO GATO PRETO MALA,completed,1
SAVANNA,completed,1
NORTH LONDON TAVERN,completed,2
MINI MARKET BARRA SUL,completed,2
CardtronicsUK,rejected,6
MERCADO REAL,canceled,2
STACKPATH  LLC,completed,5
GURU INVEST,rejected,2
99* POP 18Abr 09h04min,completed,2
PAYPAL *ALEMORAL,completed,1
M S,completed,26
RUA COSTA BARROS,completed,4
DESBALLASTAMENTS POL S.L.,rejected,2
AUTO POSTO CECI,completed,4
APPLE.COM/BILL,completed,33
GAILS - PARSONS GREEN,completed,4
RECVIVO*11934041027,rejected,2
AUTO POSTO NOVO BUTANT,completed,2
H A C E SILVA MATERIAI,rejected,1
C.F.C FENIX,completed,2
ESTACION SERV.YALDARA GAN,completed,1
FERNANDO ELET HIDRAUL,completed,2
CNR MATERIAIS,completed,2
DEZ PASTEIS,completed,2
MEGA PRICE,completed,6
TAXI L8,completed,1
GAMBOA RESTAURANT,completed,1
PAYPAL *EUROAPOTHEK,completed,1
COMERCIAL G B A DE ALI,completed,4
BOLSHOI MINI MARKET,completed,2
POSTO GAS EXTRA 2701,completed,2
IGUACU SUPERMERCADO,completed,2
RECARGAPAY EMPRESTIMO,completed,2
BARRACADOHULK,completed,2
SUMUP  *NALCAR,completed,2
Amazon web services,completed,6
IKEA Brno,completed,1
ISERN ELECTRO,rejected,1
RIVER VALLEY PHARMACY,completed,1
SUPERMERCADO COPAGRIL,rejected,2
ENTELA XUXI,completed,1
MilenaEloisaVilla,completed,2
MICHALIS LOUKA VET CLINIC,completed,1
LINA COELHO,completed,2
PAYPAL *CUOIOEPELLA EBA,completed,1
RAMSONS 94 MAIN STREET,completed,1
99* POP 19Ago 00h45min,rejected,1
SAKI LEATHER,completed,1
RODOVIA BR-324,rejected,2
DROGARIA VENANCIO,completed,2
MACNIFICOS,completed,1
CRUK LOT,completed,1
VITRINE DO PAO,completed,6
AUTO POSTO FLOR DO VER,completed,2
MERCEARIA NOSSA,completed,4
RUA MARANHAO,rejected,3
OVERSEAS SOTOGRANDE,completed,5
TRENTIN E CIA LTDA,completed,2
OLX Brasil 49C3FCA007,completed,2
ESTAPAR THE BLUE OFFIC,completed,2
AUTO POSTO DIPLOMATA I,completed,6
PAYPAL *RODRIGOARNE,rejected,1
PostoParada,canceled,2
The Piazza Grill Ca,completed,1
RUA ISRAEL PINHEIRO,completed,2
RATP,completed,1
99* POP 12Mar 10h13min,completed,2
MESSIAS CARANGUEJO,completed,2
EC,canceled,2
POSTO AMIGAO,rejected,1
MECANICA SAO CRISTOVAO,completed,2
PAYPAL      *UBER BR,canceled,2
FRUITERIA REMEI,completed,1
RECARGAPAY PAGSEGURO I,rejected,1
APS BANK LTD,completed,1
CENTER CAR,completed,2
KAROL PREMIUM,completed,2
DROGARIA PACHECO,completed,4
TOQUE ELETRONICOS,rejected,1
CRV*C-TYCB48 FROM CURVE -,completed,1
POSTO TERRA NOVA,completed,8
FARMACIA PEREIRA GARCI,completed,18
R. MARECHAL HASTIMPHIL,completed,4
TAXI N 2 FORMENTERA,completed,1
ING WATERLOO PAR,rejected,3
ORLEN DOFO 01,rejected,1
ANDRA EMBALAGENS,completed,7
EROSKI CENTER PALMA AUSIA,rejected,1
"BOOTS,HEATHROW",canceled,2
RUA JUERANA RODOVIA 04,completed,4
Google BrainFM,completed,2
MERCADO JL,canceled,2
BRANDAO MOTOS 2,completed,2
DOUTOR PHARMA DROGARIA,completed,2
D1,completed,2
DEPOSITO DE BEBIDAS SA,rejected,1
QUITANDAS CASEIRAS DA,completed,2
PROMOTORA DE GARAGENS,completed,2
MC DONALDS LJ VRE,completed,2
Google Storage,rejected,1
VICMOBIL,completed,2
M S MERCEARIA,completed,2
SKEIDAR LORENSK,completed,1
MARKET AROMIEL,rejected,1
DEPOSITO,completed,10
DOOG,completed,2
SAINSBURYS HITHER GREE,completed,7
AB_ETHNIKI,completed,3
MERCADONA AVDA FERROCARRI,completed,4
MERCADO CAROLINA,completed,14
TRADINGVIEW,rejected,6
cartridgepeople.com,canceled,2
99* POP 03Mai 21h06min,completed,2
MERCADONA AVDA ALICANTE,completed,6
MC DONALDS CBD,completed,2
TRAFIKA MASARYKOVA,completed,1
FOUR WIZARD KIOSK,completed,9
BARBER SHOP,completed,2
LOUNGERIE ONLINE,completed,2
TRAN*MounikaAmbati,rejected,1
A LISBOETA PADARIA E C,completed,4
SARAH DE KALLI,rejected,1
"PET CARE RETAIL GROUP, S.",completed,2
CASSIO HORTFRUT,completed,2
MERCADINHO SERVE BEM M,completed,2
EST. DE JACAREPAGUA,completed,2
GLOBAL PARKING LTDA ME,completed,2
NEWREST TRAVEL RETAIL- VU,completed,1
MERCPAGO    *MANOSKAT,rejected,1
SEU RACHID,completed,2
AutoPostoMaria,completed,2
HOTELARIA BRASIL LTDA,completed,2
MONETIZZE*AmostraLibid,rejected,1
PET PRODUCT - RON,completed,1
BEIRA MAR PARK,completed,2
DON CARBONATTI,completed,1
PANIFICADORA KISABOR,completed,2
COS NO0630,completed,1
DRUNI CC HABANERAS,completed,1
MERCPAGO*PGTODECONTAS,completed,2
MC DONALDS GRV,completed,2
99* POP 01Ago 01h03min,rejected,1
SARILIVA TRADING COMPANY,completed,1
HELAYO,completed,1
G GRAJALES AUTOSERVICI,completed,1
RUA DOUTOR RICARDO QUI,completed,4
MERCPAGO*MERCADOLIVRE,rejected,8
A BEZERRA DA ROCHA   M,completed,2
JC ESTACIONAMENTO,completed,6
NBR MALLS EMPREENDIMEN,completed,2
LA CAIXA    010,rejected,1
DL*GOOGLEYouTube,rejected,7
FULHAM D.I.Y,completed,2
MORITZ STORE,completed,1
SUPER VAREJAO DA HORTA,completed,2
MARKS SPENCER PLC SF,completed,1
99* TOP 05Jun 15h35min,completed,2
PAYPAL *GOOGLE GOOGLE S,completed,1
PURE INDIAN COOKING,pending,1
68630008,rejected,1
POSTO CAPOEIRAS EIRELI,canceled,2
MarcusViniciusDe,completed,2
DELI  MAS,completed,1
BARATEIRO SANTOS 1742,completed,2
TexasExpress,completed,2
VELKOPREVORSKY MLYN,completed,1
MATHEUS BEBIDAS,completed,2
HIPER MATEUS,completed,4
MUSE MODAS,completed,2
AUTO POSTO TAK LTDA,completed,2
RUA ILHEUS,rejected,2
CASA DO PAO,completed,4
GAZTELU OSTATUA,completed,1
COLUMBIA SPORTSWEAR SP,completed,3
AlexandroDos,completed,2
CHUMMY S,completed,1
NOW TV ROI,rejected,1
goout.cz,rejected,1
WWW.PIZZAHUT.CO.UK,completed,1
FRUTERIA BAMBU,completed,11
AMZNMKTPLACE AMAZON.CO,completed,13
EXTRA  HIPERMERCADO,completed,4
DONA TORTA,completed,2
AMZN Mktp US,completed,14
LuVariedades,completed,42
PER VOI,completed,2
PAYPAL *GARDENINGNA,completed,1
PAYPAL *GARDEN SHOP,completed,1
IHERB  LOVE LETTER,rejected,1
000000139,completed,1
99* POP 18Jul 14h40min,rejected,1
OFOTE'RT OPTIKA 103.,completed,1
LESSENZA,completed,1
REFORM KIROPRAK,rejected,4
SAINSBURYS SACAT 2055,completed,1
NISSEI PONTAL,completed,2
RECVIVO     *439919346,completed,2
POSTO FERNANDAO,completed,2
VIRGIN MONEY,completed,1
FARMATTANA,completed,2
HABIBS,rejected,1
99* POP 16Ago 23h59min,rejected,1
Fossil Rome Via Del Corso,completed,1
LIDER INDEPENDENCIA,completed,2
RODOVIA AUGUSTO MONTEN,completed,6
POSTO ABU DHABI,completed,2
DIA BRASIL LJ 1104,completed,4
BICING,canceled,1
ANNY MEGHERDIJIAN,completed,1
FARMABEM,completed,2
DISTRIBUIDORA DE FERRA,completed,2
MARYMARKET 24 HORAS,completed,1
LEVE ESTACIONAMENTOS,completed,2
PICPAY *CX4 FELIPEBEV,completed,2
WSeNutraceuts,completed,2
CURRY HOUSE,completed,1
JPAVANI SUPERMERCADOS,completed,2
AVENIDA GUADALAJARA,completed,2
ALDI STORES LIMITED,completed,13
R VINTE E QUATRO DE JA,completed,2
DROGASIL 1408,completed,2
APPLE.COM/BILL,rejected,279
SumUp  *The Hatter Irish,completed,1
CROWN MINISTRIES,completed,3
SO EASY STORES 406/EPS,completed,27
BUDAPEST ONKENTES,completed,1
21032560,rejected,3
ZOUMOS RESTAURANT,completed,1
CHAIR COVERS AND CURTA,completed,1
LA BOUTIQUE ITALIAN FO,canceled,1
Muscle Foods Limited,rejected,1
PIT STOP EIRELI,completed,6
EC*BLOOMINGME,completed,2
"MARINA NIKI PUERTO, S.L",completed,1
PET LOVE    *Order4036,completed,2
PBZTDOBRAISTOKREST,completed,1
DAVID GAVIRA E HIJOS,completed,1
UNDER ARMOUR SPAIN SL.,completed,1
CARTEL DA BARBA,completed,2
SEQUOIA-WUKSACHI LODGING,canceled,1
SANTANDER PL,completed,1
ADRIANA CONCEICAO DA S,completed,2
MERCPAGO    *FAMARO,rejected,1
MERCADO REAL,rejected,1
BOTIGA CA'N FRANCO,rejected,1
DROGARIA CARREFOUR-JAB,completed,2
EC*FHSTECNOLOGIA,canceled,2
FRUIT MILK,completed,2
BANCA DE FRUTAS GRATID,completed,4
R 14,completed,2
PIMENTA VERDE COSMETIC,completed,6
99* POP 30Jul 00h21min,rejected,1
EMBOTITS CROSAS,completed,1
HOTEL BEST COSTA BALLENA,completed,1
AutoCamp Russian River,completed,1
BRA*CAROLINA SOUTO DE,completed,2
PAYPAL *GROUPONINTE,completed,1
68630017,completed,3
MERCPAGO    *ANTONIO,completed,2
Amazon-Marketplace,completed,8
TOP BRASIL CHINELOS,rejected,1
FranciscoVieiraDe,rejected,1
PAGAR M*ClubedeAss,rejected,5
EstudioMarianaBor,completed,6
ENGENHO LANCHES,completed,2
HIREPOOL EQUIPMENT HIR,completed,1
KVM DROGARIA,completed,2
KAUFLAND BERLIN MITTE 892,completed,2
SAHIN SUPERMARKET LTD,completed,2
BANKIA      553,completed,1
MERCPAGO    *VAPESKUL,completed,2
DECATHLON MALTA,completed,2
ROSTISSERIA URGELL BCN,completed,1
99* POP 09Ago 03h02min,rejected,1
582 FULHAM ROADSainsbu,completed,1
EXTRA FACIL 2150,completed,2
LITORAL SUPERMERCADOS,completed,2
POSTO RANONI,completed,2
IgBazarMateriais,completed,2
RESTAURANTE TREVO CAMB,completed,2
DON CARBONATTI,canceled,1
UNIMAR SUPERMRCADO,completed,2
99* POP 28Mai 20h02min,completed,2
COMPRE MAX JUREMA,completed,2
ONCE,completed,1
RODOVIA SC 355,completed,9
MACXIPA CALVET,completed,1
FRANGO ASSADO POSTO CA,completed,6
PANIFICADOR MONTIBELLE,completed,2
PADARIA IDEAL,completed,2
PAYPAL *MOLLOYHOLDI,completed,1
ROSSIDIS ON LINE STORE,completed,1
Just Eat,rejected,4
BAIHA LIMON CHIRINGUITO,completed,1
COSTCO WHOLESALE UK,completed,4
HD TARAJAL,rejected,2
EMPORIO OLIVEIRA,completed,2
TASTE OF MYKONOS,completed,1
THE GOODLIFE,completed,1
PICPAY *SA6 PAULOGOME,completed,2
MERCPAGO    *ELIMPE,completed,2
MAIS BONITA,completed,2
LA PIZZA EXPRESS,completed,6
JPNEUS,completed,2
KONOBA PROTO,completed,1
PICPAY *MY5 RICARDOAB,completed,2
TETA DROGERIE 418,completed,1
POSTO E GARAGEM RAJA D,completed,4
TLC SOUTHERN LTD,completed,1
PlanetaChopp,completed,2
REDE JK,completed,4
BC SERVICOS,completed,2
POSTO CARRETEIRO 2,completed,2
POSTO MASUT X,completed,2
BAUHAUS K.S.,completed,1
VM FOODS,completed,2
GiroAutoCenter,completed,2
99* TOP 15Mai 16h45min,completed,2
MINAS GRILL,completed,2
MERCPAGO*SHELLBOX,rejected,1
AMZNMKTPLACE AMAZON.CO,canceled,1
ADEGA 24,completed,2
CARREFOUR HIPERMARKET,completed,1
REDE TOP SUPERMERCADOS,completed,168
RENAN MASSAROLLO SILVE,completed,4
HABIB S,rejected,3
UrbanXMask,completed,2
SUBWAY,completed,12
DELICIAS D' ROMA,completed,8
Pay.nl *Midsummer,completed,1
DROGALIMA,completed,2
WWW.HAVERING.GOV.UK,completed,1
PAYPAL *STEAM GAMES,completed,2
POSTO VITRINE,completed,4
MERCPAGO    *NINEPERF,completed,4
MARVEA MANRESA,completed,1
AMAZON.ES AMAZON.ES,rejected,2
EL OUAHABI BUTCHERS LI,completed,1
LUCKIEFUN'S ISO OMENA,completed,1
ClinicaDeUrologia,completed,2
FLORENCA 2,completed,2
SANTOS DUMONT  COM DE,completed,2
Revolut**9837*,rejected,1
FARMACIA DROGACURA,completed,2
WAITROSE LTD,completed,3
AUTO POSTO PENHA BRASI,completed,2
MEUPAT,completed,2
TROCADERO SOTOGRANDE,rejected,1
SRI STORE,rejected,1
BRAINTREE SERVICE STATION,completed,1
SERRANO,completed,2
OZIEL FRANCISCO DOS SA,completed,2
SumUp  *Arctique 360,completed,3
Lidl Baar,completed,3
LOJAS RENNER FL 389,completed,2
GOLDEN GREEN MANIA DEL,completed,4
URB CAFE,completed,12
Amazon EU,completed,2
SUPERMERCADO CAMPESTRI,completed,2
BOSQUE DA SAUDE,completed,2
E.REICHELT RIEBE,completed,1
ECOMMERCE FA,completed,7
LA CAIXA    301,completed,1
WilliamSouza,rejected,1
SO MEAT ME IKE,completed,1
STOR-IT OF LOS GATOS -,completed,6
SUPERSOL SU 0083,pending,1
PIZZERIA PLAZA,completed,1
CARNISSERIA CA NAXISCA,rejected,2
DVLA VEHICLE TAX,completed,2
BILLA 104 MLADOST,completed,1
MERCPAGO    *RGLANCHE,completed,2
H   M,completed,1
TESCO STORE 2132,completed,1
MASTERCARD UK MANA,canceled,2
TCHILIS,completed,2
LAPORTE S,completed,2
SENNA PIZZARIA,completed,2
NOW TV ROI,completed,1
SIGMA CAFE GELATERIA,completed,2
BELEZA.COM  *5e9fab187,completed,2
99* POP 25Abr 09h30min,completed,2
SCREWFIX DIRETC,completed,2
00493337,completed,1
POSTO MATARIPE ABASTEC,completed,2
WWW.ZARA.COM,completed,1
MERCPAGO*UNIKY,completed,2
A FAVORITA SALON,completed,2
O BONECO PIZZA E REST,completed,2
HOTEL ARTE Y VIDA,completed,2
GREENWOOD FOOD   WINE,completed,1
Kauppakeskus Iso Omena,completed,1
RECEPCION 2,completed,1
CHARLIE'S TAVERN,completed,1
AVENIDA NEREU RAMOS,completed,2
RAPPI,completed,8
COMERCIAL POPULAR,completed,2
99*,rejected,7
UNIDASUL FL 46,completed,6
PAYPAL *ITX BERSHKA,completed,2
SMF*RYANAIR AIR TKT,canceled,1
JB REFEICOES 2,completed,6
ALAIDE FLORINDO,completed,4
WWW.WISH.COM,completed,4
CIRCO BERLIN,completed,1
EVERALDO B MORATO,completed,2
CAFE MOINHO EXTRA RICA,completed,2
KOSHO,completed,2
ABASSY DONER KEBAB,completed,1
COMETA,completed,2
W M MORRISONS.COM,completed,4
SAO PAULO 4,completed,2
GOLDCAR AEROPUERTO MALAGA,rejected,3
ZORBAS MAKARIOU,completed,7
OPENCOR VENDING V069,completed,1
POSTO CAPOEIRAS EIRELI,completed,2
RUA PRESIDENTE GETULIO,completed,2
ROGERIO SOUSA AGUIAR,completed,2
RODOVIA BR-324,completed,2
SUPERMERCADO PRECITO,completed,2
R B EMPREENDIMENTOS,completed,2
FCIA PAGUE MENOS 100,completed,2
